ID,name,deadline,type,data_size_GB,RAM_requirement_GB,working_units
T450,Fenton,2022-05-29 19:00:00,CPU,85,128,955
T451,Alberta,2022-05-16 05:00:00,CPU,90,16,400
T452,Lydia,2022-05-27 06:00:00,CPU,150,16,660
T453,Ashton,2022-05-15 23:00:00,GPU,80,32,630
T454,Agata,2022-05-15 07:00:00,GPU,85,8,685
T455,Adele,2022-05-31 08:00:00,GPU,130,8,395
T456,Alissa,2022-05-25 17:00:00,CPU,125,64,900
T457,Daisy,2022-05-22 22:00:00,GPU,50,64,850
T458,Amelia,2022-05-19 18:00:00,GPU,85,8,1155
T459,Briony,2022-05-26 16:00:00,GPU,55,32,955
T460,Daryl,2022-05-26 00:00:00,CPU,130,128,675
T461,Arianna,2022-05-15 22:00:00,GPU,115,128,460
T462,Evelyn,2022-05-16 10:00:00,CPU,80,128,755
T463,Violet,2022-05-18 08:00:00,GPU,145,32,260
T464,Myra,2022-05-18 18:00:00,CPU,140,32,295
T465,Jacob,2022-05-16 08:00:00,GPU,105,64,770
T466,Rosie,2022-05-27 00:00:00,CPU,70,8,435
T467,Kellan,2022-05-24 04:00:00,GPU,150,32,330
T468,Sienna,2022-05-30 00:00:00,GPU,120,64,620
T469,James,2022-05-29 04:00:00,CPU,85,8,675
T470,Alissa,2022-05-28 17:00:00,CPU,60,16,275
T471,Darcy,2022-05-19 14:00:00,GPU,70,8,810
T472,Lucia,2022-05-20 16:00:00,GPU,115,32,430
T473,Leonardo,2022-05-25 21:00:00,CPU,125,64,285
T474,Audrey,2022-05-20 02:00:00,CPU,95,64,1145
T475,Lucy,2022-05-17 13:00:00,GPU,110,8,980
T476,Stella,2022-05-18 04:00:00,CPU,115,32,1095
T477,Tess,2022-05-22 10:00:00,GPU,55,8,710
T478,Kellan,2022-05-31 01:00:00,GPU,60,32,460
T479,Arthur,2022-05-16 14:00:00,GPU,100,16,380
T480,Aida,2022-05-31 23:00:00,CPU,80,64,1195
T481,Camila,2022-05-23 12:00:00,GPU,130,16,545
T482,Daryl,2022-05-20 21:00:00,CPU,105,32,355
T483,Kelsey,2022-05-23 00:00:00,GPU,50,8,1155
T484,Rosie,2022-05-18 09:00:00,GPU,140,16,250
T485,Honey,2022-05-20 09:00:00,CPU,115,128,700
T486,Melanie,2022-05-21 08:00:00,CPU,75,32,1135
T487,Kelvin,2022-05-28 00:00:00,CPU,145,32,1135
T488,John,2022-05-31 20:00:00,CPU,65,64,930
T489,Julian,2022-05-26 00:00:00,CPU,85,128,1130
T490,Nicole,2022-05-15 08:00:00,CPU,70,128,555
T491,Rafael,2022-05-25 08:00:00,CPU,125,128,355
T492,Fenton,2022-05-20 15:00:00,GPU,95,64,315
T493,Savana,2022-05-22 09:00:00,GPU,130,64,1215
T494,Alfred,2022-05-23 04:00:00,CPU,85,128,460
T495,Tyler,2022-05-25 06:00:00,GPU,125,64,1225
T496,Tess,2022-05-24 19:00:00,GPU,90,128,865
T497,Vivian,2022-05-17 02:00:00,CPU,60,64,1065
T498,Kellan,2022-05-15 17:00:00,CPU,85,128,790
T499,Alexander,2022-05-17 04:00:00,GPU,55,128,875
T500,Lucy,2022-05-27 23:00:00,CPU,140,16,950
T501,Nicholas,2022-05-20 21:00:00,CPU,55,16,885
T502,David,2022-05-22 12:00:00,GPU,80,8,1070
T503,Maddie,2022-05-28 08:00:00,GPU,50,64,795
T504,Julia,2022-05-29 22:00:00,GPU,55,64,280
T505,Arthur,2022-05-28 17:00:00,CPU,125,128,1235
T506,Kellan,2022-05-23 19:00:00,GPU,90,8,520
T507,Edwin,2022-05-28 06:00:00,GPU,60,32,935
T508,Paul,2022-05-31 21:00:00,GPU,75,128,860
T509,Audrey,2022-05-30 16:00:00,GPU,125,128,990
T510,Elian,2022-05-20 04:00:00,CPU,65,128,360
T511,Kevin,2022-05-24 10:00:00,CPU,65,16,1110
T512,Edwin,2022-05-28 23:00:00,GPU,120,32,510
T513,Arianna,2022-05-20 11:00:00,CPU,110,8,325
T514,Rosie,2022-05-22 01:00:00,CPU,150,16,395
T515,Alexander,2022-05-21 06:00:00,GPU,60,128,340
T516,Jordan,2022-05-18 13:00:00,GPU,55,32,1025
T517,Sabrina,2022-05-30 21:00:00,GPU,115,32,250
T518,Stuart,2022-05-17 21:00:00,GPU,80,128,1045
T519,Rosie,2022-05-17 09:00:00,GPU,140,8,1015
T520,John,2022-05-28 20:00:00,GPU,55,32,1250
T521,Melanie,2022-05-26 20:00:00,CPU,150,8,765
T522,Eleanor,2022-05-25 06:00:00,GPU,90,64,575
T523,Maddie,2022-05-31 19:00:00,CPU,85,128,255
T524,Jordan,2022-05-17 06:00:00,GPU,115,128,1150
T525,Kristian,2022-05-17 11:00:00,GPU,85,8,520
T526,Dexter,2022-05-15 23:00:00,GPU,110,128,1050
T527,Maddie,2022-05-16 04:00:00,GPU,140,16,260
T528,Oliver,2022-05-22 15:00:00,GPU,70,16,1090
T529,Stuart,2022-05-28 18:00:00,GPU,75,128,1180
T530,Dexter,2022-05-26 21:00:00,GPU,80,128,1165
T531,Oliver,2022-05-19 21:00:00,GPU,105,8,930
T532,Hailey,2022-05-19 17:00:00,CPU,55,32,400
T533,Chester,2022-05-25 16:00:00,GPU,105,8,530
T534,Leonardo,2022-05-22 18:00:00,GPU,135,8,770
T535,Lydia,2022-05-21 20:00:00,GPU,120,128,640
T536,Emma,2022-05-30 03:00:00,CPU,75,16,620
T537,James,2022-05-16 08:00:00,GPU,80,64,310
T538,Ashton,2022-05-30 19:00:00,CPU,95,32,650
T539,John,2022-05-28 07:00:00,CPU,135,16,265
T540,Alissa,2022-05-30 04:00:00,CPU,100,128,685
T541,Sienna,2022-05-28 09:00:00,CPU,85,32,485
T542,Lucas,2022-05-29 12:00:00,GPU,55,16,425
T543,Fenton,2022-05-24 04:00:00,CPU,115,128,665
T544,Daryl,2022-05-30 00:00:00,CPU,90,64,1165
T545,Alfred,2022-05-22 07:00:00,GPU,95,8,910
T546,Natalie,2022-05-28 02:00:00,GPU,105,64,825
T547,Caroline,2022-05-16 19:00:00,CPU,75,16,375
T548,Kelvin,2022-05-22 16:00:00,CPU,65,8,270
T549,Edwin,2022-05-26 01:00:00,GPU,110,128,315
T550,Lucas,2022-05-24 07:00:00,GPU,60,32,700
T551,Aida,2022-05-27 01:00:00,CPU,65,32,565
T552,Julian,2022-05-15 12:00:00,GPU,95,16,890
T553,Alfred,2022-05-26 16:00:00,CPU,85,128,895
T554,Stella,2022-05-19 19:00:00,GPU,135,64,290
T555,Anna,2022-05-27 01:00:00,GPU,80,32,925
T556,Tyler,2022-05-26 17:00:00,GPU,120,128,345
T557,Rosie,2022-05-16 06:00:00,CPU,125,128,820
T558,Elise,2022-05-31 08:00:00,GPU,75,8,795
T559,Connie,2022-05-24 03:00:00,CPU,90,128,580
T560,John,2022-05-22 01:00:00,GPU,150,32,745
T561,Rosie,2022-05-17 22:00:00,CPU,150,64,830
T562,Sophia,2022-05-29 04:00:00,GPU,105,128,1105
T563,Kellan,2022-05-26 22:00:00,CPU,85,64,1195
T564,Edward,2022-05-30 11:00:00,GPU,140,8,620
T565,Rafael,2022-05-23 04:00:00,CPU,90,128,265
T566,Tess,2022-05-26 23:00:00,GPU,130,32,1050
T567,Garry,2022-05-15 10:00:00,CPU,110,64,340
T568,Albert,2022-05-15 00:00:00,CPU,130,16,470
T569,Chester,2022-05-26 13:00:00,CPU,70,16,960
T570,David,2022-05-25 06:00:00,CPU,135,32,280
T571,Honey,2022-05-29 16:00:00,CPU,105,16,1030
T572,Briony,2022-05-29 01:00:00,CPU,60,32,855
T573,Stuart,2022-05-28 23:00:00,CPU,150,64,945
T574,Kristian,2022-05-30 12:00:00,GPU,145,128,1060
T575,Darcy,2022-05-21 05:00:00,GPU,145,16,650
T576,Alford,2022-05-15 00:00:00,GPU,105,8,1190
T577,Eddy,2022-05-30 14:00:00,GPU,90,64,480
T578,Stuart,2022-05-15 23:00:00,CPU,100,64,1075
T579,Julia,2022-05-28 22:00:00,CPU,70,8,780
T580,Melanie,2022-05-23 14:00:00,GPU,90,16,755
T581,Deanna,2022-05-26 01:00:00,CPU,50,128,1185
T582,Maddie,2022-05-16 07:00:00,GPU,50,64,990
T583,Jenna,2022-05-27 19:00:00,CPU,120,8,1185
T584,Kristian,2022-05-22 16:00:00,CPU,90,64,315
T585,Honey,2022-05-19 19:00:00,CPU,80,64,1050
T586,Edgar,2022-05-22 07:00:00,CPU,75,8,1065
T587,Eric,2022-05-19 18:00:00,GPU,70,16,280
T588,Maddie,2022-05-31 11:00:00,GPU,95,64,1045
T589,Rosie,2022-05-30 22:00:00,GPU,100,32,1075
T590,Tyler,2022-05-24 15:00:00,GPU,95,128,1160
T591,Sophia,2022-05-15 00:00:00,GPU,100,128,740
T592,Dexter,2022-05-29 19:00:00,GPU,70,16,855
T593,James,2022-05-27 08:00:00,CPU,75,8,1130
T594,Alina,2022-05-28 18:00:00,CPU,120,16,1180
T595,Samantha,2022-05-25 08:00:00,CPU,115,32,355
T596,Adele,2022-05-20 06:00:00,GPU,95,16,920
T597,Alen,2022-05-26 00:00:00,GPU,125,8,1140
T598,David,2022-05-27 11:00:00,GPU,90,64,455
T599,Kellan,2022-05-16 20:00:00,CPU,95,16,710
T600,Kelvin,2022-05-24 12:00:00,CPU,145,8,250
T601,Elise,2022-05-30 23:00:00,CPU,50,32,1240
T602,Sienna,2022-05-16 20:00:00,GPU,115,64,460
T603,Alan,2022-05-30 14:00:00,CPU,90,16,300
T604,Kellan,2022-05-29 12:00:00,GPU,100,64,945
T605,Alford,2022-05-25 19:00:00,CPU,110,32,555
T606,Hailey,2022-05-21 22:00:00,GPU,120,8,1170
T607,Nicholas,2022-05-30 06:00:00,GPU,135,128,940
T608,David,2022-05-26 05:00:00,GPU,60,8,660
T609,Alexander,2022-05-26 04:00:00,CPU,90,16,270
T610,Kellan,2022-05-19 08:00:00,GPU,120,64,375
T611,Ashton,2022-05-24 06:00:00,CPU,145,16,1015
T612,Richard,2022-05-19 17:00:00,GPU,80,128,1135
T613,Edwin,2022-05-16 11:00:00,GPU,55,8,1060
T614,Kelvin,2022-05-19 21:00:00,CPU,115,16,300
T615,Julian,2022-05-26 21:00:00,CPU,95,8,455
T616,Alina,2022-05-24 19:00:00,CPU,105,64,1030
T617,Sophia,2022-05-30 04:00:00,GPU,100,32,275
T618,Carlos,2022-05-25 00:00:00,CPU,65,16,565
T619,Briony,2022-05-22 23:00:00,GPU,80,32,855
T620,Patrick,2022-05-29 12:00:00,CPU,90,128,390
T621,Kevin,2022-05-30 00:00:00,CPU,100,16,370
T622,Maddie,2022-05-15 21:00:00,GPU,65,32,420
T623,John,2022-05-23 06:00:00,GPU,50,64,695
T624,Sam,2022-05-15 20:00:00,GPU,130,8,695
T625,Arthur,2022-05-24 09:00:00,GPU,85,64,540
T626,Michael,2022-05-25 05:00:00,GPU,110,8,730
T627,Eleanor,2022-05-31 22:00:00,CPU,125,64,515
T628,Hailey,2022-05-31 03:00:00,CPU,60,16,1130
T629,Derek,2022-05-22 17:00:00,CPU,100,16,620
T630,Blake,2022-05-29 20:00:00,GPU,125,32,1065
T631,Rafael,2022-05-28 06:00:00,CPU,110,8,580
T632,Kellan,2022-05-21 09:00:00,GPU,130,16,555
T633,Aston,2022-05-18 22:00:00,CPU,135,16,950
T634,Caroline,2022-05-22 05:00:00,CPU,115,16,925
T635,Byron,2022-05-28 22:00:00,CPU,115,16,560
T636,Byron,2022-05-21 05:00:00,CPU,145,128,690
T637,Alexia,2022-05-16 21:00:00,GPU,90,64,705
T638,Edgar,2022-05-24 16:00:00,GPU,140,128,950
T639,Walter,2022-05-30 06:00:00,GPU,65,64,1200
T640,Tess,2022-05-17 11:00:00,GPU,150,16,1250
T641,Blake,2022-05-20 12:00:00,GPU,130,128,285
T642,Alen,2022-05-29 11:00:00,GPU,150,64,1210
T643,Jared,2022-05-16 14:00:00,CPU,55,8,545
T644,Rosie,2022-05-30 06:00:00,CPU,90,128,785
T645,Daryl,2022-05-16 13:00:00,GPU,140,64,570
T646,Evelyn,2022-05-18 12:00:00,GPU,120,16,755
T647,Emma,2022-05-18 09:00:00,GPU,55,8,490
T648,Evelyn,2022-05-17 19:00:00,CPU,105,8,640
T649,Paul,2022-05-19 07:00:00,GPU,120,128,505
T650,Jasmine,2022-05-28 05:00:00,CPU,55,16,670
T651,Sophia,2022-05-20 12:00:00,GPU,95,32,725
T652,Jacob,2022-05-15 12:00:00,GPU,135,128,720
T653,Savana,2022-05-24 06:00:00,GPU,130,8,815
T654,Nicholas,2022-05-21 00:00:00,GPU,70,16,1090
T655,Aida,2022-05-18 19:00:00,CPU,145,16,475
T656,Sienna,2022-05-15 05:00:00,CPU,150,128,1055
T657,Tess,2022-05-19 07:00:00,GPU,145,64,525
T658,Kevin,2022-05-29 07:00:00,CPU,65,64,455
T659,Sofia,2022-05-16 05:00:00,CPU,110,8,1010
T660,Dainton,2022-05-15 09:00:00,CPU,65,32,970
T661,Kellan,2022-05-21 15:00:00,CPU,60,128,1210
T662,Kelsey,2022-05-20 20:00:00,GPU,85,128,1010
T663,Alina,2022-05-17 19:00:00,CPU,120,128,525
T664,Natalie,2022-05-25 07:00:00,CPU,65,8,1180
T665,Harold,2022-05-23 11:00:00,CPU,60,32,975
T666,Sydney,2022-05-30 08:00:00,CPU,100,8,785
T667,Alexander,2022-05-24 08:00:00,GPU,65,16,555
T668,Abraham,2022-05-21 19:00:00,GPU,95,8,1020
T669,Jacob,2022-05-20 20:00:00,CPU,105,128,455
T670,Edwin,2022-05-19 03:00:00,GPU,95,32,1030
T671,Rafael,2022-05-23 09:00:00,GPU,95,64,765
T672,Jacob,2022-05-17 08:00:00,GPU,140,64,1165
T673,Eleanor,2022-05-29 10:00:00,CPU,115,8,440
T674,Agata,2022-05-16 03:00:00,CPU,95,64,950
T675,Alexander,2022-05-16 16:00:00,GPU,115,128,790
T676,Alexander,2022-05-23 21:00:00,GPU,55,8,265
T677,Michelle,2022-05-19 08:00:00,CPU,115,16,940
T678,Daryl,2022-05-30 14:00:00,GPU,75,32,825
T679,Abigail,2022-05-26 09:00:00,GPU,140,64,370
T680,Daisy,2022-05-17 05:00:00,CPU,65,64,620
T681,Alexander,2022-05-29 14:00:00,CPU,55,64,650
T682,James,2022-05-22 04:00:00,GPU,80,8,580
T683,Carlos,2022-05-22 00:00:00,CPU,65,64,650
T684,Daisy,2022-05-17 12:00:00,CPU,125,64,970
T685,Alissa,2022-05-24 01:00:00,GPU,120,64,295
T686,Florrie,2022-05-22 06:00:00,GPU,120,64,1065
T687,Caroline,2022-05-29 06:00:00,GPU,50,16,750
T688,Rafael,2022-05-21 14:00:00,GPU,80,16,495
T689,Maya,2022-05-24 11:00:00,CPU,150,128,660
T690,Robert,2022-05-16 06:00:00,CPU,55,64,750
T691,Agata,2022-05-28 11:00:00,GPU,90,8,600
T692,Alen,2022-05-24 10:00:00,CPU,110,8,1005
T693,Natalie,2022-05-30 16:00:00,GPU,90,64,790
T694,Paul,2022-05-18 18:00:00,CPU,145,32,1120
T695,Dainton,2022-05-31 10:00:00,CPU,80,128,1170
T696,Lucas,2022-05-23 17:00:00,CPU,110,128,450
T697,Amelia,2022-05-28 20:00:00,CPU,75,16,905
T698,Camila,2022-05-29 11:00:00,CPU,105,32,915
T699,Michael,2022-05-20 00:00:00,GPU,135,16,860
T700,Julian,2022-05-23 05:00:00,GPU,65,128,270
T701,Aida,2022-05-21 15:00:00,GPU,130,32,850
T702,Jacob,2022-05-29 23:00:00,CPU,100,16,650
T703,James,2022-05-23 11:00:00,GPU,130,128,575
T704,Tess,2022-05-30 09:00:00,CPU,90,8,1010
T705,Marcus,2022-05-29 03:00:00,CPU,135,8,570
T706,Walter,2022-05-29 09:00:00,GPU,140,128,400
T707,Savana,2022-05-29 16:00:00,GPU,100,128,265
T708,David,2022-05-22 09:00:00,GPU,50,128,1090
T709,Alfred,2022-05-27 13:00:00,CPU,110,64,630
T710,Stuart,2022-05-21 04:00:00,CPU,90,128,725
T711,Michelle,2022-05-20 15:00:00,GPU,65,16,910
T712,Rubie,2022-05-25 08:00:00,CPU,140,32,580
T713,Violet,2022-05-26 02:00:00,GPU,65,16,285
T714,Sarah,2022-05-31 15:00:00,CPU,55,16,895
T715,David,2022-05-24 08:00:00,GPU,60,32,445
T716,Harold,2022-05-20 14:00:00,CPU,135,16,1230
T717,Camila,2022-05-29 20:00:00,GPU,135,8,400
T718,Rafael,2022-05-28 23:00:00,CPU,130,32,390
T719,Aston,2022-05-28 08:00:00,CPU,90,16,505
T720,Emma,2022-05-24 17:00:00,CPU,80,16,1145
T721,Jenna,2022-05-22 11:00:00,CPU,120,16,840
T722,Carlos,2022-05-29 21:00:00,GPU,150,64,575
T723,Caroline,2022-05-31 02:00:00,GPU,65,32,1055
T724,Kevin,2022-05-16 10:00:00,CPU,60,8,360
T725,David,2022-05-15 07:00:00,GPU,75,8,1150
T726,Rosie,2022-05-24 03:00:00,CPU,55,16,565
T727,Connie,2022-05-21 07:00:00,GPU,65,128,1015
T728,Eleanor,2022-05-20 23:00:00,GPU,140,128,390
T729,Maddie,2022-05-28 04:00:00,CPU,120,32,575
T730,Camila,2022-05-24 16:00:00,GPU,125,64,1115
T731,Sophia,2022-05-29 07:00:00,CPU,150,16,555
T732,Carl,2022-05-30 02:00:00,CPU,150,32,950
T733,Michael,2022-05-25 09:00:00,CPU,95,8,695
T734,Alissa,2022-05-20 18:00:00,CPU,105,64,555
T735,Nicole,2022-05-30 04:00:00,GPU,115,128,665
T736,Walter,2022-05-24 08:00:00,CPU,80,64,300
T737,Julian,2022-05-29 16:00:00,GPU,70,64,770
T738,Lenny,2022-05-16 23:00:00,GPU,55,16,600
T739,Robert,2022-05-20 00:00:00,CPU,145,128,765
T740,Ellia,2022-05-24 00:00:00,GPU,60,16,1165
T741,Richard,2022-05-17 11:00:00,GPU,55,128,550
T742,Thomas,2022-05-15 08:00:00,GPU,80,16,950
T743,Sophia,2022-05-25 08:00:00,CPU,150,128,900
T744,Kellan,2022-05-30 19:00:00,CPU,120,64,400
T745,Edgar,2022-05-17 22:00:00,CPU,50,8,1055
T746,Edward,2022-05-17 02:00:00,CPU,105,16,395
T747,Darcy,2022-05-20 05:00:00,CPU,65,128,1190
T748,Paul,2022-05-27 17:00:00,CPU,145,32,315
T749,Mary,2022-05-16 06:00:00,GPU,100,128,445
T750,Alfred,2022-05-15 10:00:00,CPU,100,8,450
T751,Eric,2022-05-28 18:00:00,CPU,125,16,545
T752,Valeria,2022-05-27 17:00:00,GPU,85,64,435
T753,Alexander,2022-05-22 18:00:00,CPU,55,128,1200
T754,Wilson,2022-05-25 18:00:00,GPU,115,64,700
T755,Alina,2022-05-28 10:00:00,CPU,100,64,600
T756,Briony,2022-05-15 20:00:00,GPU,150,8,935
T757,David,2022-05-16 13:00:00,CPU,105,32,555
T758,Michelle,2022-05-21 14:00:00,CPU,105,128,770
T759,Derek,2022-05-17 17:00:00,GPU,95,8,840
T760,Camila,2022-05-16 16:00:00,GPU,110,16,1050
T761,Julia,2022-05-28 12:00:00,CPU,95,32,640
T762,Vivian,2022-05-27 03:00:00,CPU,120,8,450
T763,Alissa,2022-05-23 05:00:00,CPU,125,64,335
T764,Adele,2022-05-15 07:00:00,CPU,55,64,920
T765,Camila,2022-05-29 16:00:00,GPU,65,8,1155
T766,Jacob,2022-05-28 04:00:00,CPU,140,64,810
T767,Tess,2022-05-31 00:00:00,GPU,100,64,655
T768,Lucas,2022-05-16 07:00:00,CPU,95,8,370
T769,Jacob,2022-05-28 22:00:00,CPU,115,128,860
T770,Richard,2022-05-18 06:00:00,GPU,140,32,555
T771,Carl,2022-05-24 19:00:00,GPU,95,32,1240
T772,Jared,2022-05-18 06:00:00,GPU,90,128,380
T773,Luke,2022-05-19 17:00:00,CPU,105,16,640
T774,Agata,2022-05-29 16:00:00,CPU,130,64,445
T775,Stuart,2022-05-15 08:00:00,GPU,80,64,855
T776,Tess,2022-05-23 22:00:00,CPU,85,128,1140
T777,Eleanor,2022-05-15 06:00:00,CPU,125,128,265
T778,Eric,2022-05-29 03:00:00,CPU,95,128,300
T779,Alexander,2022-05-16 20:00:00,CPU,70,64,670
T780,Darcy,2022-05-15 01:00:00,CPU,140,128,620
T781,Vivian,2022-05-27 22:00:00,CPU,150,64,405
T782,Luke,2022-05-19 04:00:00,CPU,135,64,700
T783,Melanie,2022-05-21 20:00:00,GPU,80,8,530
T784,Henry,2022-05-22 22:00:00,CPU,80,8,1220
T785,Ryan,2022-05-27 18:00:00,GPU,115,128,720
T786,Jordan,2022-05-20 19:00:00,GPU,90,128,675
T787,Patrick,2022-05-23 03:00:00,GPU,150,16,1135
T788,Eleanor,2022-05-30 19:00:00,GPU,115,32,465
T789,Edward,2022-05-15 12:00:00,CPU,130,64,1145
T790,Richard,2022-05-21 02:00:00,CPU,80,8,320
T791,Sofia,2022-05-20 20:00:00,CPU,90,64,350
T792,Kate,2022-05-30 02:00:00,CPU,115,128,885
T793,Sabrina,2022-05-21 13:00:00,GPU,90,64,970
T794,Eleanor,2022-05-24 03:00:00,GPU,130,64,365
T795,Paul,2022-05-20 17:00:00,GPU,90,8,555
T796,Stella,2022-05-29 14:00:00,GPU,65,16,1190
T797,Nicholas,2022-05-24 14:00:00,GPU,85,8,1120
T798,Marcus,2022-05-18 09:00:00,GPU,140,8,655
T799,Tyler,2022-05-31 13:00:00,CPU,65,16,485
T800,Lucas,2022-05-20 20:00:00,GPU,105,16,460
T801,Byron,2022-05-26 07:00:00,CPU,75,128,860
T802,Jenna,2022-05-30 10:00:00,GPU,95,128,255
T803,Lucy,2022-05-21 18:00:00,CPU,105,16,960
T804,Kristian,2022-05-18 04:00:00,GPU,110,128,710
T805,Hailey,2022-05-26 20:00:00,CPU,100,32,1100
T806,Lucia,2022-05-31 08:00:00,CPU,85,8,365
T807,Dexter,2022-05-28 05:00:00,CPU,70,32,800
T808,Arianna,2022-05-15 06:00:00,CPU,55,128,395
T809,Kate,2022-05-23 22:00:00,CPU,95,32,1140
T810,Agata,2022-05-20 13:00:00,GPU,100,128,1110
T811,Jacob,2022-05-30 03:00:00,CPU,135,16,255
T812,Hailey,2022-05-15 07:00:00,GPU,150,32,720
T813,Alissa,2022-05-21 10:00:00,CPU,105,8,295
T814,Rosie,2022-05-22 12:00:00,GPU,135,64,1020
T815,Alissa,2022-05-25 01:00:00,CPU,130,32,430
T816,Honey,2022-05-16 17:00:00,CPU,95,32,310
T817,Alen,2022-05-16 14:00:00,GPU,95,8,1155
T818,Alfred,2022-05-24 05:00:00,GPU,80,128,1140
T819,Paul,2022-05-15 04:00:00,CPU,70,16,270
T820,Kellan,2022-05-18 07:00:00,GPU,145,16,1120
T821,Kristian,2022-05-29 12:00:00,GPU,145,32,1105
T822,Hailey,2022-05-23 10:00:00,CPU,130,16,1025
T823,Kellan,2022-05-31 09:00:00,CPU,120,128,1160
T824,Nicole,2022-05-23 16:00:00,GPU,105,16,855
T825,Anna,2022-05-16 15:00:00,CPU,135,8,450
T826,Ryan,2022-05-27 01:00:00,CPU,90,64,685
T827,Rosie,2022-05-28 01:00:00,CPU,90,16,675
T828,Chloe,2022-05-30 21:00:00,CPU,85,128,1055
T829,Alexander,2022-05-15 23:00:00,GPU,60,8,810
T830,Julia,2022-05-27 01:00:00,CPU,110,32,1010
T831,Alexia,2022-05-16 07:00:00,CPU,85,64,390
T832,Nicole,2022-05-27 01:00:00,CPU,135,64,925
T833,Lucas,2022-05-16 10:00:00,GPU,130,128,965
T834,Alexia,2022-05-30 03:00:00,GPU,55,128,1140
T835,Aida,2022-05-29 05:00:00,CPU,90,32,1185
T836,Robert,2022-05-29 18:00:00,CPU,80,32,735
T837,Richard,2022-05-25 15:00:00,GPU,100,128,1110
T838,Lucy,2022-05-26 03:00:00,GPU,65,8,270
T839,Maddie,2022-05-31 22:00:00,GPU,65,16,595
T840,Amber,2022-05-18 12:00:00,CPU,135,32,780
T841,Briony,2022-05-18 23:00:00,GPU,75,8,705
T842,Rubie,2022-05-22 20:00:00,CPU,105,32,450
T843,Paul,2022-05-24 18:00:00,GPU,55,16,665
T844,Lucia,2022-05-15 19:00:00,CPU,100,128,450
T845,Kate,2022-05-29 19:00:00,GPU,130,128,1005
T846,Caroline,2022-05-31 03:00:00,GPU,75,32,1080
T847,Camila,2022-05-15 03:00:00,GPU,95,128,630
T848,Michael,2022-05-27 19:00:00,CPU,110,128,780
T849,Stuart,2022-05-25 15:00:00,CPU,55,128,765
T850,Violet,2022-05-21 16:00:00,CPU,150,32,920
T851,Walter,2022-05-18 01:00:00,GPU,65,8,395
T852,Valeria,2022-05-30 12:00:00,CPU,100,16,1170
T853,Connie,2022-05-26 20:00:00,CPU,120,32,1250
T854,Kevin,2022-05-28 03:00:00,GPU,60,8,325
T855,Maddie,2022-05-19 10:00:00,CPU,105,32,1030
T856,Savana,2022-05-24 19:00:00,GPU,75,64,280
T857,Rubie,2022-05-24 00:00:00,CPU,55,8,635
T858,Hailey,2022-05-30 04:00:00,CPU,50,128,350
T859,Briony,2022-05-31 19:00:00,CPU,90,128,860
T860,Sam,2022-05-22 13:00:00,GPU,70,128,1020
T861,John,2022-05-28 02:00:00,CPU,130,16,320
T862,Rafael,2022-05-21 20:00:00,CPU,140,128,500
T863,Audrey,2022-05-29 18:00:00,CPU,145,8,520
T864,Lucia,2022-05-29 03:00:00,CPU,85,64,595
T865,Aida,2022-05-18 02:00:00,CPU,135,128,1125
T866,Briony,2022-05-25 07:00:00,GPU,50,64,765
T867,Valeria,2022-05-22 16:00:00,CPU,130,32,1020
T868,Julia,2022-05-23 05:00:00,CPU,50,16,835
T869,Abraham,2022-05-26 08:00:00,GPU,100,32,385
T870,Florrie,2022-05-28 22:00:00,CPU,95,64,1055
T871,Valeria,2022-05-30 13:00:00,CPU,50,8,790
T872,Paul,2022-05-18 03:00:00,GPU,75,16,355
T873,Emily,2022-05-22 02:00:00,CPU,80,128,850
T874,Thomas,2022-05-19 20:00:00,CPU,80,8,405
T875,Alexander,2022-05-23 03:00:00,CPU,145,32,920
T876,Aida,2022-05-31 19:00:00,GPU,75,8,370
T877,Patrick,2022-05-20 18:00:00,CPU,50,16,395
T878,Dexter,2022-05-15 15:00:00,GPU,120,128,825
T879,Sophia,2022-05-23 07:00:00,CPU,125,128,270
T880,Stella,2022-05-21 01:00:00,CPU,85,64,1020
T881,Adele,2022-05-30 13:00:00,GPU,75,128,1155
T882,Agata,2022-05-21 13:00:00,CPU,80,32,995
T883,Julia,2022-05-25 11:00:00,CPU,65,16,510
T884,Briony,2022-05-25 00:00:00,CPU,125,8,360
T885,Briony,2022-05-30 19:00:00,GPU,110,8,375
T886,Aston,2022-05-24 22:00:00,GPU,130,32,1045
T887,Evelyn,2022-05-25 12:00:00,GPU,90,8,515
T888,Sarah,2022-05-29 16:00:00,GPU,50,16,755
T889,Arianna,2022-05-31 11:00:00,GPU,125,64,1010
T890,Aston,2022-05-22 06:00:00,CPU,120,8,695
T891,Jenna,2022-05-17 16:00:00,CPU,55,32,1110
T892,Marcus,2022-05-18 00:00:00,GPU,150,32,285
T893,Stella,2022-05-22 05:00:00,CPU,50,16,990
T894,Lucas,2022-05-28 15:00:00,CPU,50,32,625
T895,Carlos,2022-05-23 07:00:00,GPU,85,64,815
T896,Darcy,2022-05-29 19:00:00,CPU,150,8,1045
T897,Sabrina,2022-05-24 05:00:00,CPU,50,16,990
T898,Sienna,2022-05-21 10:00:00,CPU,55,8,1220
T899,Arthur,2022-05-15 15:00:00,CPU,110,64,1185
T900,Vivian,2022-05-17 09:00:00,CPU,60,16,810
T901,Lucia,2022-05-25 13:00:00,CPU,145,16,515
